6,0,0
6,0,1
6,0,2
6,0,3
6,0,4
6,0,5
6,0,6
6,0,7
6,0,8
6,0,9
6,0,10
6,0,11
6,0,12
6,0,13
6,0,14
6,0,15
6,0,16
6,0,17
6,0,18
6,0,19
6,0,20
6,0,21
6,0,22
6,0,23
6,1,24
6,1,25
6,1,26
6,1,27
6,1,28
6,1,29
6,1,30
6,1,31
-6,0,32
-6,0,33
-6,0,34
-6,0,35
-6,0,36
-6,0,37
-6,0,38
-6,0,39
-6,0,40
-6,0,41
-6,0,42
-6,0,43
-6,1,44
-6,1,45
-6,1,46
-6,1,47
